Month/ year,Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,AQI,,
,02/12/2021,Lucknow - Lalbagh,100.72,217.29,44.85,99,4.64,1.44,6.78,234.00 ,,
,03/12/2021,Lucknow - Lalbagh,116.46,225.16,43.81,75.67,6.71,2.49,6.28,288.00 ,,
,04/12/2021,Lucknow - Lalbagh,133.85,241.49,47.57,57.5,5.98,3.47,6.75,311.00 ,,
,05/12/2021,Lucknow - Lalbagh,116.37,217.82,54.81,49.85,5.28,2.13,6.81,288.00 ,,
,06/12/2021,Lucknow - Lalbagh,112.29,206.25,48.79,50.08,4.61,1.87,8.43,274.00 ,,
,07/12/2021,Lucknow - Lalbagh,63.86,136.9,53.65,50.07,7.38,1.91,6.71,125.00 ,,
,08/12/2021,Lucknow - Lalbagh,104.68,189.08,59.17,50.23,7.66,2.18,5.99,248.00 ,,
,09/12/2021,Lucknow - Lalbagh,119.14,223.36,63.08,50.17,5.23,2.36,29.39,297.00 ,,
,10/12/2021,Lucknow - Lalbagh,92.66,196.26,64.06,50.14,4.78,1.81,34.71,207.00 ,,
,11/12/2021,Lucknow - Lalbagh,100.49,204.11,63.94,49.96,5.24,2,32.82,233.00 ,,
,12/12/2021,Lucknow - Lalbagh,92.06,200.7,67.25,50.14,3.63,2.2,42.08,205.00 ,,
,13/12/2021,Lucknow - Lalbagh,145.4,289.24,81.39,50.07,4.86,3.38,36.43,320.00 ,,
,14/12/2021,Lucknow - Lalbagh,138.04,261.42,66.41,50.18,4.79,2.53,33.61,314.00 ,,
,15/12/2021,Lucknow - Lalbagh,133.32,274.06,58.22,50.35,4.66,3.11,30.44,310.00 ,,
,16/12/2021,Lucknow - Lalbagh,133.3,264.62,65.73,49.89,6.14,3.08,25.62,310.00 ,,
,17/12/2021,Lucknow - Lalbagh,89.83,160.33,47.6,50.13,3.55,1.77,34.78,199.00 ,,
,18/12/2021,Lucknow - Lalbagh,80.43,146.88,54.55,50.21,4.43,1.62,38.76,167.00 ,,
,19/12/2021,Lucknow - Lalbagh,115.55,243.51,58.97,50.08,5.47,1.92,32.96,285.00 ,,
,20/12/2021,Lucknow - Lalbagh,161.29,318.07,71.22,50.21,4.76,2.59,31.25,332.00 ,,
,21/12/2021,Lucknow - Lalbagh,175.62,348.35,79.3,73.56,3.96,2.91,30.32,343.00 ,,
,22/12/2021,Lucknow - Lalbagh,166.34,335.25,74.5,76.15,5.69,2.92,31.66,336.00 ,,
,23/12/2021,Lucknow - Lalbagh,177.01,472.04,81.58,144.77,10.14,3.2,35.28,460.00 ,,
,24/12/2021,Lucknow - Lalbagh,222.05,489.53,75.01,169.85,10.57,3.43,22.45,485.00 ,,
,25/12/2021,Lucknow - Lalbagh,200.28,423.15,63.62,150.47,9.42,3.05,21.99,391.00 ,,
,26/12/2021,Lucknow - Lalbagh,150.57,375.05,57.6,143.4,7.02,2.71,21.9,331.00 ,,
,27/12/2021,Lucknow - Lalbagh,177.67,397.56,49.25,134.93,8.64,3.08,24.9,359.00 ,,
,28/12/2021,Lucknow - Lalbagh,150.65,333.53,47.04,109.2,6.12,2.25,11.54,324.00 ,,
,29/12/2021,Lucknow - Lalbagh,71.17,146.51,32.1,98.81,9.59,1.65,16.13,136.00 ,,
,30/12/2021,Lucknow - Lalbagh,79.31,181.55,25.03,112.33,8.47,2.13,13.38,164.00 ,,
,31/12/2021,Lucknow - Lalbagh,52.77,145.91,27.62,84.99,9.91,1.53,13.08,131.00 ,,15
Jan/22,01/01/2022,Lucknow - Lalbagh,85.34,245.45,38.88,85.36,8.4,2.08,17.34,197.00 ,,
,02/01/2022,Lucknow - Lalbagh,94.3,307.47,46.83,96.88,9.1,2.28,28.18,257.00 ,,
,03/01/2022,Lucknow - Lalbagh,104.71,364.54,53.52,100.73,8.81,2.8,35.94,318.00 ,,
,04/01/2022,Lucknow - Lalbagh,109.7,390.04,52.88,108.01,8.29,3,39.24,350.00 ,,
,05/01/2022,Lucknow - Lalbagh,89.27,310.79,37.22,106.83,7.6,2.47,20.1,261.00 ,,
,06/01/2022,Lucknow - Lalbagh,89.77,228.01,27.5,98.41,7.32,1.5,24.24,199.00 ,,
,07/01/2022,Lucknow - Lalbagh,50.4,144.66,17.67,79.92,6.62,0.97,12.75,130.00 ,,
,08/01/2022,Lucknow - Lalbagh,29.19,197.27,17.3,75.81,8.89,0.7,11.91,165.00 ,,
,09/01/2022,Lucknow - Lalbagh,28.07,73.75,16.21,72.69,8.48,0.85,10.85,74.00 ,,
,10/01/2022,Lucknow - Lalbagh,37.05,111.1,16.54,69.77,7.82,0.7,14.74,108.00 ,,
,11/01/2022,Lucknow - Lalbagh,39.61,98.38,19.2,64.48,6.14,0.97,15.42,98.00 ,,
,12/01/2022,Lucknow - Lalbagh,41.56,125.26,22.05,53.35,6.32,0.65,12.79,117.00 ,,
,13/01/2022,Lucknow - Lalbagh,56.56,226.68,24.13,55.36,6.25,0.99,8.34,185.00 ,,
,14/01/2022,Lucknow - Lalbagh,66.72,257.39,29.52,63.9,7.36,1.6,10.82,207.00 ,,
,15/01/2022,Lucknow - Lalbagh,94.89,259.94,33.23,76.28,6.55,2.19,9.27,214.00 ,,
,16/01/2022,Lucknow - Lalbagh,88.23,226.79,30.11,71.99,8.49,2.42,9.76,194.00 ,,
,17/01/2022,Lucknow - Lalbagh,69.07,175.66,28.42,65.32,7.22,2,10.21,151.00 ,,
,18/01/2022,Lucknow - Lalbagh,105.61,206.45,31.94,64.71,7.54,2.14,7.92,251.00 ,,
,19/01/2022,Lucknow - Lalbagh,119.38,248.17,32.61,65.18,6.54,2.3,8.36,298.00 ,,
,20/01/2022,Lucknow - Lalbagh,140.6,353.5,38.88,80.73,5.7,3.11,10.43,316.00 ,,
,21/01/2022,Lucknow - Lalbagh,160.15,329.43,43.72,81.73,6.22,2.61,12.64,331.00 ,,
,22/01/2022,Lucknow - Lalbagh,95.89,204.55,40.88,70.56,6.61,2.27,8.5,218.00 ,,
,23/01/2022,Lucknow - Lalbagh,94.93,250.22,33.56,83.96,8.47,2.51,9.26,214.00 ,,
,24/01/2022,Lucknow - Lalbagh,94.13,190.22,31.24,71.49,8.05,2.06,9.54,212.00 ,,
,25/01/2022,Lucknow - Lalbagh,68.25,159.63,38.84,53.55,5.07,2.15,13.91,140.00 ,,
,26/01/2022,Lucknow - Lalbagh,88.42,197.72,39.33,53.42,3.08,2.6,11.18,195.00 ,,
,27/01/2022,Lucknow - Lalbagh,88.57,207.42,37.66,53.95,2.69,2.39,10.91,195.00 ,,
,28/01/2022,Lucknow - Lalbagh,99.57,226.73,47.82,57.43,3.48,2.92,12.8,230.00 ,,
,29/01/2022,Lucknow - Lalbagh,104.78,284.19,54.98,63.4,3.38,2.69,12.68,248.00 ,,
,30/01/2022,Lucknow - Lalbagh,87.78,223.33,48.59,67.64,3.29,2.52,15.21,192.00 ,,
,31/01/2022,Lucknow - Lalbagh,118.49,234.23,43.05,71.49,2.19,2.72,9.95,295.00 ,,
Feb/22,01/02/2022,Lucknow - Lalbagh,101.95,204.08,44.41,66.36,3.64,2.75,11,238.00 ,,
,02/02/2022,Lucknow - Lalbagh,98.12,199.24,39.85,64.81,2.77,2.37,11.21,225.00 ,,
,03/02/2022,Lucknow - Lalbagh,108.85,189.83,34.63,73.46,3.38,2.05,15.67,262.00 ,,
,04/02/2022,Lucknow - Lalbagh,43.62,76.91,31,64.25,2.68,1.27,13.13,77.00 ,,
,05/02/2022,Lucknow - Lalbagh,71.63,138.55,37.24,38.95,2.92,1.6,14.46,137.00 ,,
,06/02/2022,Lucknow - Lalbagh,79.74,150.77,42.73,37.27,3.37,1.81,15.13,165.00 ,,
,07/02/2022,Lucknow - Lalbagh,145.33,283.69,49.35,48.73,3.16,2.7,18.3,320.00 ,,
,08/02/2022,Lucknow - Lalbagh,71.04,141.78,47.87,45.74,2.36,1.25,21.38,135.00 ,,
,09/02/2022,Lucknow - Lalbagh,79.6,130.2,36.06,52.06,3.76,0.95,19.88,164.00 ,,
,10/02/2022,Lucknow - Lalbagh,47.87,164.54,34.45,44.68,4.93,0.82,17.61,143.00 ,,
,11/02/2022,Lucknow - Lalbagh,62.32,270.27,41.28,35.97,3.56,0.99,28.7,220.00 ,,
,12/02/2022,Lucknow - Lalbagh,70.81,202.15,51.6,39.27,5.37,1.27,28.1,168.00 ,,
,13/02/2022,Lucknow - Lalbagh,91.53,256.17,57.46,45.46,6.03,1.88,25.36,206.00 ,,
,14/02/2022,Lucknow - Lalbagh,132.64,261.9,64.55,57.81,4.03,2.21,19.13,310.00 ,,
,15/02/2022,Lucknow - Lalbagh,119.09,334.03,46.57,55.43,3.23,1.74,16.96,297.00 ,,
,16/02/2022,Lucknow - Lalbagh,84.7,240.17,56.22,50.62,3.07,1.35,18.07,193.00 ,,
,17/02/2022,Lucknow - Lalbagh,84.8,201.54,61.77,58.06,4.03,1.35,15.41,182.00 ,,
,18/02/2022,Lucknow - Lalbagh,83.61,218.04,62.02,68.47,3.84,1.28,9.94,179.00 ,,
,19/02/2022,Lucknow - Lalbagh,71.36,191.62,52.6,62.26,3.95,0.99,9.32,161.00 ,,
,20/02/2022,Lucknow - Lalbagh,61.94,142.98,43.11,56.65,4.28,0.85,9.95,129.00 ,,
,21/02/2022,Lucknow - Lalbagh,71.21,170.4,53.73,59.1,5.73,1.22,8.88,147.00 ,,
,22/02/2022,Lucknow - Lalbagh,73.65,177.06,50.88,67.79,2.76,1.04,16.03,152.00 ,,
,23/02/2022,Lucknow - Lalbagh,56.9,159.83,34.43,86.22,4.97,0.82,26.13,140.00 ,,
,24/02/2022,Lucknow - Lalbagh,64.13,159.95,40.65,89.06,5.38,0.82,23.98,140.00 ,,
,25/02/2022,Lucknow - Lalbagh,75.51,177.93,49.13,77.06,7.69,1.44,19.33,152.00 ,,
,26/02/2022,Lucknow - Lalbagh,57.4,146.24,40.63,65.38,4.82,1,19.27,131.00 ,,
,27/02/2022,Lucknow - Lalbagh,38.03,131.63,32.08,59.46,5.99,0.8,15.43,121.00 ,,
,28/02/2022,Lucknow - Lalbagh,36.46,153.48,39.64,53.51,4.93,0.7,21.36,136.00 ,,
Mar/22,01/03/2022,Lucknow - Lalbagh,49.46,143.43,43.18,52.88,5.06,0.78,25.75,129.00 ,,
,02/03/2022,Lucknow - Lalbagh,52.97,143.03,46.35,54.87,4.95,0.95,26.4,129.00 ,,
,03/03/2022,Lucknow - Lalbagh,61.7,162.59,46.65,59.23,5.52,1,24.46,142.00 ,,
,04/03/2022,Lucknow - Lalbagh,67.19,158.24,39.93,66.76,5.83,1.35,19.99,139.00 ,,
,05/03/2022,Lucknow - Lalbagh,57.91,162.42,34.05,66.15,8.82,1.67,19.4,142.00 ,,
,06/03/2022,Lucknow - Lalbagh,62.22,163.21,42.18,61.35,7.71,1.82,19.77,142.00 ,,
,07/03/2022,Lucknow - Lalbagh,81.55,184.34,48.04,62.82,8.46,2.06,21.65,171.00 ,,
,08/03/2022,Lucknow - Lalbagh,68.53,173.13,39.9,61.7,8.06,2.02,20.54,149.00 ,,
,09/03/2022,Lucknow - Lalbagh,72.38,194.37,43.67,64.52,8.37,1.98,16.45,163.00 ,,
,10/03/2022,Lucknow - Lalbagh,59.61,179.43,38.27,62.23,9.94,1.82,17.89,153.00 ,,
,11/03/2022,Lucknow - Lalbagh,66.35,172.58,38.02,61.1,7.99,2.06,16.94,149.00 ,,
,12/03/2022,Lucknow - Lalbagh,69.18,165.14,37.81,63.03,8.78,2.01,21.43,144.00 ,,
,13/03/2022,Lucknow - Lalbagh,85.47,208.58,40.68,67.44,8.69,1.91,25.53,185.00 ,,
,14/03/2022,Lucknow - Lalbagh,88.81,223.34,52.81,78.64,7.39,2.57,18.79,196.00 ,,
,15/03/2022,Lucknow - Lalbagh,125.1,253.77,48.12,89.07,9.96,2.78,19.49,304.00 ,,
,16/03/2022,Lucknow - Lalbagh,98.32,227.15,37.56,93.88,9.66,2.42,20.25,226.00 ,,
,17/03/2022,Lucknow - Lalbagh,105.06,249.95,21.01,104.7,7.19,2.22,24.33,249.00 ,,
,18/03/2022,Lucknow - Lalbagh,87.33,205.97,16.92,99.85,7.04,2.32,31.39,191.00 ,,
,19/03/2022,Lucknow - Lalbagh,80.94,207.31,17.53,94.65,7.48,2.17,27.72,172.00 ,,
,20/03/2022,Lucknow - Lalbagh,84.23,205.54,20.47,94.53,6.79,2.33,24.51,180.00 ,,
,21/03/2022,Lucknow - Lalbagh,86.99,291.39,22.22,92.12,8.23,2.31,23.74,241.00 ,,
,22/03/2022,Lucknow - Lalbagh,73.65,200.18,20.16,82.67,9.02,1.93,29.83,167.00 ,,
,23/03/2022,Lucknow - Lalbagh,81.05,339.48,21.34,78.42,7.78,1.95,31.53,289.00 ,,
,24/03/2022,Lucknow - Lalbagh,96.7,243.25,24.71,87.31,8.08,2.3,32.58,220.00 ,,
,25/03/2022,Lucknow - Lalbagh,78.01,211.47,22.51,87.51,7.08,2.21,30.31,174.00 ,,
,26/03/2022,Lucknow - Lalbagh,73.72,220.84,24.53,71.72,9.89,1.84,30.17,181.00 ,,
,27/03/2022,Lucknow - Lalbagh,73.97,279.88,21.27,70.89,9.31,1.93,28.65,230.00 ,,
,28/03/2022,Lucknow - Lalbagh,82.47,257.59,41.34,82.4,6.64,2.3,22.45,208.00 ,,
,29/03/2022,Lucknow - Lalbagh,86.48,362.42,52.84,94.9,5.15,2.37,26.55,315.00 ,,
,30/03/2022,Lucknow - Lalbagh,115.27,261.53,48.06,104.16,5.61,2.3,27.35,284.00 ,,
,31/03/2022,Lucknow - Lalbagh,106.99,172.15,39,101.48,5.89,1.93,32.77,256.00 ,,
Apr/22,01/04/2022,Lucknow - Lalbagh,102.22,184.78,39.66,89.04,4.24,1.77,31.77,239.00 ,,
,02/04/2022,Lucknow - Lalbagh,86.69,167.6,48.9,86.51,5.91,2.15,32.06,189.00 ,,
,03/04/2022,Lucknow - Lalbagh,99.49,184.71,57.29,92.08,7.3,2.18,22.94,230.00 ,,
,04/04/2022,Lucknow - Lalbagh,77.03,152.11,51.71,69.35,7.2,1.91,22.25,156.00 ,,
,05/04/2022,Lucknow - Lalbagh,79.76,183.53,52.46,72.4,5.39,1.78,24.15,165.00 ,,
,06/04/2022,Lucknow - Lalbagh,79.27,236.56,57.91,84.61,5.25,1.99,28.01,191.00 ,,
,07/04/2022,Lucknow - Lalbagh,95.92,264.38,67.44,116.87,5.87,2.3,34.33,218.00 ,,
,08/04/2022,Lucknow - Lalbagh,89,234.72,62.39,122.94,5.52,2.5,33.76,197.00 ,,
,09/04/2022,Lucknow - Lalbagh,117.38,313.47,60.06,147.28,5.4,2.76,34.3,291.00 ,,
,10/04/2022,Lucknow - Lalbagh,108.82,278.19,44.39,143.62,5.64,2.31,32.82,262.00 ,,
,11/04/2022,Lucknow - Lalbagh,105.38,266.53,40.21,121.63,5.2,2.12,35.19,250.00 ,,
,12/04/2022,Lucknow - Lalbagh,92.74,234.5,34.37,109.02,5.38,2.04,35.98,207.00 ,,
,13/04/2022,Lucknow - Lalbagh,84.99,235.31,43.49,107.85,5.02,2.37,41.31,190.00 ,,
,14/04/2022,Lucknow - Lalbagh,98.4,248.33,36.84,94.49,5.62,2,37.99,226.00 ,,
,15/04/2022,Lucknow - Lalbagh,107.97,261.63,37.32,91.03,6.87,1.81,44.79,259.00 ,,
,16/04/2022,Lucknow - Lalbagh,119.34,258.28,43.22,93.1,6.31,1.81,53.22,298.00 ,,
,17/04/2022,Lucknow - Lalbagh,115.24,241.91,49.4,100.44,7.72,1.99,49.83,284.00 ,,
,18/04/2022,Lucknow - Lalbagh,137.83,259.23,63.53,106.66,10.28,2.37,50.71,314.00 ,,
,19/04/2022,Lucknow - Lalbagh,152.22,318.21,50.22,108.63,13.68,2.73,51.47,325.00 ,,
,20/04/2022,Lucknow - Lalbagh,152.7,304.5,44.98,95.75,6.75,1.97,49.51,325.00 ,,
,21/04/2022,Lucknow - Lalbagh,100.36,241.62,29.27,106.65,10.74,1.67,51.18,233.00 ,,
,22/04/2022,Lucknow - Lalbagh,159.2,314.58,34.5,91.1,8.23,1.83,55.86,330.00 ,,
,23/04/2022,Lucknow - Lalbagh,120.88,224.72,39.27,84.44,13.74,1.72,50.3,183.00 ,,
,24/04/2022,Lucknow - Lalbagh,144.18,265.63,44.54,85.52,8.34,1.59,55.32,319.00 ,,
,25/04/2022,Lucknow - Lalbagh,128.52,244.31,51.93,97.12,6.26,1.71,49.4,307.00 ,,
,26/04/2022,Lucknow - Lalbagh,189.36,368.76,37.37,125.87,4.38,1.02,51.5,353.00 ,,
,27/04/2022,Lucknow - Lalbagh,141.56,269.81,42.43,138.47,4.81,1.15,94.18,317.00 ,,
,28/04/2022,Lucknow - Lalbagh,134.79,276.01,46,156.06,5.72,1.76,74.35,312.00 ,,
,29/04/2022,Lucknow - Lalbagh,175.89,293.94,37.1,119.71,3.36,1.18,48.26,343.00 ,,
,30/04/2022,Lucknow - Lalbagh,175.72,328.58,31.15,125.93,4.12,1.24,44.57,343.00 ,,
May/22,01/05/2022,Lucknow - Lalbagh,102.52,188.69,21.03,104.19,4.08,0.56,43.39,240.00 ,,
,02/05/2022,Lucknow - Lalbagh,85.44,163.7,23.43,113.98,4.13,0.77,48.69,184.00 ,,
,03/05/2022,Lucknow - Lalbagh,86.69,166.33,22.86,105.58,4.58,0.65,23.39,189.00 ,,
,04/05/2022,Lucknow - Lalbagh,90.58,143.84,24.23,111.49,4.5,0.69,25.3,129.00 ,,
,05/05/2022,Lucknow - Lalbagh,89.49,149.1,34.48,102.86,6.84,1.27,35.87,198.00 ,,
,06/05/2022,Lucknow - Lalbagh,77.96,142.8,41.54,83.53,6.28,1.6,60.62,159.00 ,,
,07/05/2022,Lucknow - Lalbagh,70.06,135.43,30.22,79.43,6.55,1.82,58.02,132.00 ,,
,08/05/2022,Lucknow - Lalbagh,67.56,119.74,27.12,69.67,5.2,1.49,65.97,123.00 ,,
,09/05/2022,Lucknow - Lalbagh,68.22,132.18,30.81,70.17,6.68,1.7,53.49,126.00 ,,
,10/05/2022,Lucknow - Lalbagh,72.29,148.65,30.27,64.95,5.2,1.67,48.28,140.00 ,,
,11/05/2022,Lucknow - Lalbagh,60.88,121.51,30.06,64.82,6.24,1.67,48.51,115.00 ,,
,12/05/2022,Lucknow - Lalbagh,75.28,153.62,32.14,64.92,5.42,1.67,29.82,150.00 ,,
,13/05/2022,Lucknow - Lalbagh,66.25,149.51,40.03,55.62,6.68,2.06,25.52,133.00 ,,
,14/05/2022,Lucknow - Lalbagh,89.2,199.21,33.24,56.04,5.11,1.68,27.92,197.00 ,,
,15/05/2022,Lucknow - Lalbagh,72.08,162.14,32.67,63.33,5.71,1.57,27.6,142.00 ,,
,16/05/2022,Lucknow - Lalbagh,116.86,291.9,35.79,66.2,6.54,2.18,35.67,289.00 ,,
,17/05/2022,Lucknow - Lalbagh,122.2,341.34,33.13,50.31,6.74,2.01,46.82,302.00 ,,
,18/05/2022,Lucknow - Lalbagh,92.59,256.29,24.51,48.57,6.1,1.39,67.66,206.00 ,,
,19/05/2022,Lucknow - Lalbagh,122.72,334.52,31.95,53.6,5.12,1.76,89.29,302.00 ,,
,20/05/2022,Lucknow - Lalbagh,112.3,286.74,28.82,45.68,6.97,1.74,70.97,274.00 ,,
,21/05/2022,Lucknow - Lalbagh,79.39,217.25,28.33,49.91,6.34,1.7,62.22,178.00 ,,
,22/05/2022,Lucknow - Lalbagh,49.61,141.57,21.48,45.07,6.94,1.53,65.35,128.00 ,,
,23/05/2022,Lucknow - Lalbagh,38.44,133.77,21.7,49.77,7.74,1.79,41.53,123.00 ,,
,24/05/2022,Lucknow - Lalbagh,37.9,100.86,20.79,57.76,7.35,1.05,28.3,63.00 ,,
,25/05/2022,Lucknow - Lalbagh,53.1,152.38,19.97,62.54,6.73,0.65,27.01,135.00 ,,
,26/05/2022,Lucknow - Lalbagh,62.42,157.06,19.3,54.23,6.75,0.52,26.53,138.00 ,,
,27/05/2022,Lucknow - Lalbagh,67.24,169.26,16.23,53.78,7.24,0.57,32.74,146.00 ,,
,28/05/2022,Lucknow - Lalbagh,68.01,157.87,17.21,45.49,6.26,0.59,25.96,139.00 ,,
,29/05/2022,Lucknow - Lalbagh,80.16,187.9,9.85,52.08,6.96,0.52,29.53,166.00 ,,
,30/05/2022,Lucknow - Lalbagh,72.18,159.36,12.3,49.97,5,0.52,31.26,140.00 ,,
,31/05/2022,Lucknow - Lalbagh,92.63,213.41,14.02,49.82,7.36,0.56,37.06,207.00 ,,
Jun/22,01/06/2022,Lucknow - Lalbagh,102.28,244.7,16.55,48.92,6.83,0.51,56.39,240.00 ,,
,02/06/2022,Lucknow - Lalbagh,95.33,246.29,15.81,63.46,4.97,0.88,39.94,216.00 ,,
,03/06/2022,Lucknow - Lalbagh,124.88,319.35,23.21,66.28,6.83,1.28,37.58,304.00 ,,
,04/06/2022,Lucknow - Lalbagh,111.37,278.41,26.01,70.39,8.89,1.14,17.58,271.00 ,,
,05/06/2022,Lucknow - Lalbagh,99.49,243.91,22.8,69.57,6.14,0.81,12.34,230.00 ,,
,06/06/2022,Lucknow - Lalbagh,104.34,262.48,24.3,66.4,6.64,0.64,26.37,247.00 ,,
,07/06/2022,Lucknow - Lalbagh,103.67,263.23,20.36,55.91,7.38,1.12,16.52,244.00 ,,
,08/06/2022,Lucknow - Lalbagh,141.24,357.04,23.5,48.14,4.81,1.78,19.92,317.00 ,,
,09/06/2022,Lucknow - Lalbagh,159.53,422.82,32.42,48.9,5.81,1.95,19.41,391.00 ,,
,10/06/2022,Lucknow - Lalbagh,99.18,226.29,16.36,46.81,5.86,1.67,24.99,229.00 ,,
,11/06/2022,Lucknow - Lalbagh,136.61,317.99,19.92,60.76,5.85,1.49,26.36,313.00 ,,
,12/06/2022,Lucknow - Lalbagh,173.4,427.66,22.65,48.99,8.22,1.71,25.11,397.00 ,,
,13/06/2022,Lucknow - Lalbagh,146.6,332.2,24.22,47.28,8.07,1.9,29.64,321.00 ,,
,14/06/2022,Lucknow - Lalbagh,105.4,266.87,20.05,43.77,5.08,1.49,36.65,250.00 ,,
,15/06/2022,Lucknow - Lalbagh,94.19,241.41,18.61,45.98,5.97,1.4,28.87,212.00 ,,
,16/06/2022,Lucknow - Lalbagh,53.87,175.16,18.49,53.45,10.5,1.43,15.86,150.00 ,,
,17/06/2022,Lucknow - Lalbagh,48.56,106.34,31.6,56.58,5.97,1.38,14.46,105.00 ,,
,18/06/2022,Lucknow - Lalbagh,57.31,150.68,19.83,52.25,6.59,1.5,14.35,134.00 ,,
,19/06/2022,Lucknow - Lalbagh,44.79,121.03,7.75,45.38,6.39,1.39,7.08,114.00 ,,
,20/06/2022,Lucknow - Lalbagh,39.16,101.2,11.28,47.02,11.25,1.45,11.35,101.00 ,,
,21/06/2022,Lucknow - Lalbagh,38.88,101.18,12.8,47.22,8.07,1.36,12.42,101.00 ,,
,22/06/2022,Lucknow - Lalbagh,43.8,94.29,19,54.04,7.31,1.59,15.93,94.00 ,,
,23/06/2022,Lucknow - Lalbagh,55.58,133.89,18.98,41.68,8.44,2.12,24.51,123.00 ,,
,24/06/2022,Lucknow - Lalbagh,63.9,164.44,18.57,36.28,10.17,1.46,41.41,143.00 ,,
,25/06/2022,Lucknow - Lalbagh,53.2,126.49,12.65,33.88,5.65,1.23,43.61,118.00 ,,
,26/06/2022,Lucknow - Lalbagh,43.11,104.14,11.16,35.36,13.53,1.51,42.76,103.00 ,,
,27/06/2022,Lucknow - Lalbagh,44.97,112.8,13.12,29.75,8.45,1.46,38.15,109.00 ,,
,28/06/2022,Lucknow - Lalbagh,43.03,113.25,15.4,23.32,8.74,1.2,36.95,109.00 ,,
,29/06/2022,Lucknow - Lalbagh,32.07,70.97,23.53,19.87,6.23,1.55,32.5,76.00 ,,
,30/06/2022,Lucknow - Lalbagh,12.55,70.08,23.19,49.43,6.66,1.47,33.98,71.00 ,,
Jul/22,01/07/2022,Lucknow - Lalbagh,27.44,77.65,22.05,37.3,9.42,1.04,35.31,78.00 ,,
,02/07/2022,Lucknow - Lalbagh,31.9,94.06,22.62,27.54,27.65,1.07,32.84,94.00 ,,
,03/07/2022,Lucknow - Lalbagh,27.87,81.53,23.76,33.22,14.65,0.9,39.91,82.00 ,,
,04/07/2022,Lucknow - Lalbagh,28.02,75.85,25.01,44.29,13.56,1.13,44.38,76.00 ,,
,05/07/2022,Lucknow - Lalbagh,34.06,81.17,17.1,32.94,5.64,1.11,31.24,81.00 ,,
,06/07/2022,Lucknow - Lalbagh,36.2,76.38,8.48,30.24,10.45,1.18,23.4,76.00 ,,
,07/07/2022,Lucknow - Lalbagh,25.39,63.26,8.69,31.79,12.53,1.13,22.96,63.00 ,,
,08/07/2022,Lucknow - Lalbagh,28.48,80.19,10.99,30.26,9.67,1.36,29.22,80.00 ,,
,09/07/2022,Lucknow - Lalbagh,31.56,79.41,7.28,25.18,8.77,1.08,29.42,79.00 ,,
,10/07/2022,Lucknow - Lalbagh,19.62,44.85,5.5,29.11,8.65,0.95,26.42,48.00 ,,
,11/07/2022,Lucknow - Lalbagh,23.28,60.07,6.73,24.78,10.24,1.02,24.71,60.00 ,,
,12/07/2022,Lucknow - Lalbagh,23.86,58.45,6.99,25.62,29.78,1.02,29.1,58.00 ,,
,13/07/2022,Lucknow - Lalbagh,24.61,64.66,7.28,29.65,20.92,1.16,23.07,65.00 ,,
,14/07/2022,Lucknow - Lalbagh,24.85,73.27,6.95,24.42,27.07,1.11,22.53,73.00 ,,
,15/07/2022,Lucknow - Lalbagh,17.29,60.52,8.95,28.41,13.49,1.03,23.61,61.00 ,,
,16/07/2022,Lucknow - Lalbagh,22.05,56.63,8.31,26.03,9.94,1.21,22.23,57.00 ,,
,17/07/2022,Lucknow - Lalbagh,21.99,52.01,8.49,46.69,20.25,1.07,28.82,52.00 ,,
,18/07/2022,Lucknow - Lalbagh,20.86,60.79,6.46,33.75,8.26,1.08,24.6,61.00 ,,
,19/07/2022,Lucknow - Lalbagh,28,73.67,5.85,33.56,8.33,1.09,24.67,74.00 ,,
,20/07/2022,Lucknow - Lalbagh,22.8,63.85,8.68,30.13,9.29,1.28,20.91,64.00 ,,
,21/07/2022,Lucknow - Lalbagh,16.1,33.64,7.88,43.17,7.15,1.54,21.45,75.00 ,,
,25/07/2022,Lucknow - Lalbagh,20.74,51.45,17.04,37.32,5.82,1.59,23.48,78.00 ,,
,26/07/2022,Lucknow - Lalbagh,21.33,47.04,17.61,30.33,14.84,1.44,20.88,70.00 ,,
,27/07/2022,Lucknow - Lalbagh,29.28,58.01,19.75,25.09,26.07,1.67,16.97,82.00 ,,
,28/07/2022,Lucknow - Lalbagh,18.36,45.78,18.5,27.02,10.32,1.27,17.24,60.00 ,,
,29/07/2022,Lucknow - Lalbagh,15.6,42.41,20.27,26.35,4.02,1.33,18.8,64.00 ,,
,30/07/2022,Lucknow - Lalbagh,17.64,37.95,20.15,28.03,11.33,1.65,20.9,81.00 ,,
,31/07/2022,Lucknow - Lalbagh,22.33,58.07,19.43,34.91,8.5,1.53,20.21,74.00 ,,
Aug/22,01/08/2022,Lucknow - Lalbagh,30.15,64.18,22.33,39.1,10.28,1.55,15.49,76.00 ,,
,02/08/2022,Lucknow - Lalbagh,20.34,54.63,21.44,45.97,9.59,1.37,18.38,66.00 ,,
,03/08/2022,Lucknow - Lalbagh,11.94,34.66,17.67,38.52,7.15,1.29,20.1,61.00 ,,
,04/08/2022,Lucknow - Lalbagh,27.76,54.91,17.32,32.51,13.26,1.19,22.71,56.00 ,,
,05/08/2022,Lucknow - Lalbagh,35.61,66.03,18.17,39.23,7.6,1.59,23.71,78.00 ,,
